"","frasi","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"172","Ci alleniamo insieme per la durata dell‘intero pomeriggio in questo momento non sembra il Matt con il quale mi sono scontrata più volte ieri  sera, è come se fosse diventato tutto d‘un tratto più simpatico e rilassato.",0,0,0,1,1,1,0,2,0,2
"173","Dopo un po‘ ci raggiunge anche Mattia in palestra, penso che lui e Matt si siano dati appuntamento per vedersi qui.""Hai mai visto la spiaggia?",0,0,0,0,1,0,0,0,0,0
"174","O da quando sei arrivata non hai visto nulla di Miami?"" mi chiede Mattia mentre è intento a fare degli addominali appeso a una delle tante spalliere.",0,0,0,0,0,0,0,0,0,0
"175","""No, ma mi piacerebbe tanto"" in effetti non ho mai fatto un giro fuori dal college.",0,0,0,0,0,0,0,1,1,0
"176","""Domani pomeriggio andiamo in spiaggia"" mi coglie di sorpresa lui.",0,2,0,1,2,0,1,0,0,1
"177","""Mi piacerebbe un sacco"" rispondo felice, questo ragazzo è davvero carino nei miei confronti.",0,1,1,0,1,0,0,1,1,2
"178","Rivolgo lo sguardo verso Matt:",0,0,0,0,0,0,0,0,0,0
"179","l‘espressione rilassata di prima è scomparsa, è tornato il suo solito sguardo di ghiaccio.",0,0,0,0,0,0,0,1,0,1
"180","Mi chiedo cosa gli passi per la testa, è come se il suo umore fosse molto e facilmente volubile.",0,0,0,0,0,0,0,0,1,0
"181","Tornata in stanza, passo un po‘ di tempo con Addison e Violet che continuano a parlarmi incessantemente della festa a cui parteciperò a breve e di quanto sia grandiosa la villa dei Lopez.",0,2,0,0,1,0,1,0,0,1
"182","Dopo cena vado subito a letto, ma non riesco a prendere sonno perché continuo a pensare a Matt.",0,1,0,0,0,0,1,0,1,2
"183","Mi incuriosisce molto questo ragazzo, ma non solo per il suo aspetto fisico che è indubbiamente degno di nota:",0,0,1,0,0,0,0,1,1,1
"184","penso però che sotto quell‘aspetto da duro ci sia molto di più.",0,0,0,0,0,0,0,0,0,0
"185","Oggi vedrò finalmente la spiaggia con Mattia e devo ammettere che non vedo l‘ora, ho sempre abitato in un paese di pianura perciò non mi è capitato molto spesso di ammirare il mare.",0,0,0,0,1,0,0,1,0,2
"186","Mi sbrigo a far colazione e poi vado a vestirmi, mi auguro che la mattinata e le lezioni scorrano in fretta.",0,2,0,0,0,0,0,0,0,1
"187","Dopo aver seguito ogni classe segnata nel mio orario, decido di fermarmi ancora una volta a pranzare con i ragazzi nello stesso chiosco di ieri.",0,0,0,0,0,0,0,0,0,1
"188","Prima di tornare nel mio appartamento, Mattia mi prende da parte per parlarmi.",0,0,0,0,0,0,0,0,0,0
"189","""Ci vediamo alle 3 nel parcheggio"" mi dice con il suo solito sorriso stampato sulle labbra.",0,1,0,0,2,0,2,3,0,3
"190","Annuisco e torno nella mia stanza per cambiarmi.",0,0,0,0,0,0,0,0,0,0
"191","Indosso una t - shirt bianca, un paio di shorts di jeans e delle sneakers bianche.",0,0,0,0,0,0,0,0,0,0
"192","Decido di indossare un costume sotto, in caso dovessimo fare il bagno, e mi lego i capelli in una coda morbida.",0,0,0,1,0,1,0,1,2,1
"193","Esco dal mio appartamento e, nel corridoio, il caso vuole che io incontri Matt.",0,0,0,1,0,1,0,0,1,0
"194","""Pronta per il tuo appuntamento?"" mi domanda sogghignando mentre mi squadra letteralmente dall‘alto in basso, credo che stia cercando di farmi innervosire.",2,0,1,0,0,0,0,1,3,1
"195","""Non è un appuntamento"" sbuffo e prendo l‘ascensore senza perdere altro tempo con lui, è tornato al suo solito modo di fare burbero e altezzoso.",5,1,3,1,0,2,1,1,5,1
"196","Raggiungo Mattia nel parcheggio e saliamo sulla sua macchina.",0,0,0,0,0,0,0,1,0,0
"197","Si ferma davanti a una spiaggia bellissima, con la sabbia bianca, l‘acqua che sembra chiarissima e con tante palme alte.",0,0,0,0,1,0,0,0,0,0
"198","Leggo su un cartello ""Virginia Key Beach Park"".""Allora vogliamo andare?"" mi domanda Mattia.",1,0,0,0,0,0,0,0,2,1
"199","Lo seguo fino alla riva della spiaggia e ci sediamo su un telo che ha portato lui.",0,0,0,0,1,0,0,0,0,0
"200","Apprezzo molto il fatto che, quando siamo soli, Mattia mi parli sempre in italiano per mettermi a mio agio.",0,0,0,0,0,0,0,1,0,0
"201","""Vorrei tanto tornare a visitare l‘Italia, l‘ho vista solo due volte"" mi confessa Mattia.",0,0,0,0,0,0,0,0,0,0
"202","Cominciamo a chiacchierare del più e del meno finché una coppia in lontananza attira la nostra attenzione.",0,0,0,0,0,0,0,0,0,1
"203","Mano a mano che si avvicinano, riconosco Matt in compagnia di una ragazza bionda e alta quasi quanto lui.""È la sua ragazza?"" domando curiosa a Mattia.",0,0,0,0,0,0,0,0,0,0
"204","""Non l‘ho mai visto due volte con la stessa ragazza, lui non è tipo da relazione"" risponde il mio amico, anche i suoi occhi sono rivolti alla coppia che passeggia ignara di essere vista.",0,0,0,0,2,0,0,2,0,2
"205","Sta confermando la mia ipotesi, Matt è il classico narcisista che ha paura di legarsi.",2,2,0,2,0,0,2,0,2,2
"206","Sembra proprio come il mio ex, speravo di cambiarlo e invece sono rimasta scottata dal suo amore tossico.""E tu invece?",0,0,0,0,0,0,0,0,0,0
"207","Avevi un fidanzato in Italia?"" Mattia mi distoglie dai miei pensieri.",0,0,0,0,0,0,0,0,0,0
"208","""Sì, ci siamo lasciati quando gli ho comunicato del mio trasferimento"" gli spiego.",0,0,0,0,0,0,0,0,0,0
"209","""Ma la relazione non andava da tempo, mi aveva tradita più volte e io l‘ho sempre perdonato con la speranza che potesse cambiare qualcosa"" aggiungo triste.",0,1,1,1,0,2,0,0,2,1
"210","Io ero davvero innamorata di quel ragazzo, ma lui lo era solo di se stesso e dell‘idea della libertà incondizionata.",0,0,1,0,0,0,0,0,1,0
"211","Sicuramente, a modo suo, teneva a me, ma amava di più l‘essere indipendente e il non ancorarsi a nessuno, anche a costo di farmi soffrire.",0,0,0,0,0,0,0,1,1,0
"212","Mi giro per cercare Matt, ma pare essere sparito.",0,2,0,0,0,0,0,0,0,1
"213","Meglio così: non so perché, ma l‘idea di vederlo baciare un‘altra non mi fa proprio impazzire.""E tu sei fidanzato?"" chiedo al ragazzo accanto a me.""Mi sono lasciato da poco con una ragazza, si chiama Cynthia ed era l‘amore della mia vita.",1,0,1,1,0,0,0,0,2,0
"214","La situazione era molto simile alla tua"" mi confessa.",0,0,0,0,0,0,0,1,0,0
"215","""Perché non andiamo a fare il bagno?"" propone Mattia per cercare di stemperare l‘aria triste che si è abbattuta su di noi, decido di accettare la sua proposta senza pensarci due volte.",0,2,1,1,0,2,0,0,2,2
"216","Rimaniamo in costume e ci tuffiamo in acqua.",0,0,0,0,0,0,0,0,0,0
"217","Giochiamo schizzandoci come due bambini e mi sto divertendo davvero, tutti i pensieri tristi sono scomparsi dalla mia testa.",0,0,0,0,0,0,0,0,0,0
"218","Un‘onda mi spinge addosso a Mattia, gli cado sopra e lo trascino sott‘acqua con me.",0,0,0,0,0,0,0,0,0,0
"219","Mi ritrovo con le mani sulle sue spalle, le sue sono sui miei fianchi e i nostri visi sono a pochi centimetri l‘uno dall‘altro.""Hey ragazzi"" sento qualcuno urlare dalla riva.",2,0,1,2,0,0,2,0,2,0
"220","Sono Ryan e Quinton, forse dovrei ringraziarli di avermi salvato da quella situazione imbarazzante.",0,0,0,0,0,0,0,0,1,0
"221","""Non sapevo venissero"" borbotta Mattia come se si fosse infastidito per via della loro presenza.""Ciao!"" ricambio il saluto dei ragazzi.",0,0,0,0,1,0,0,0,0,2
"222","""Spero di non aver interrotto nulla"" ride Quinton tuffandosi e schizzandoci.""Figurati"" risponde Mattia un po‘ stizzito.",0,0,0,0,0,0,0,0,0,0
"223","Passiamo il pomeriggio in spiaggia con gli altri, ma di Matt e la bionda non c‘è traccia.",0,1,0,0,1,0,0,0,0,0
"224","Decidiamo di prendere delle pizze e di portarle in spiaggia per cena.",0,0,0,0,1,0,0,0,0,1
"225","Dopo aver mangiato torniamo a casa, non riesco a far a meno di notare in macchina Mattia è stranamente silenzioso.",0,0,0,0,0,0,0,1,0,0
"226","Mi accompagna fino all‘ingresso del mio appartamento e mi saluta con un bacio sulla guancia, preferisco non chiedergli il perché  del suo atteggiamento che pare essere mutato da un momento all‘altro senza un apparente motivo.",0,1,0,0,1,0,1,1,0,2
"227","Proprio in questo momento vedo Matt rientrare nel suo appartamento in compagnia della bionda di oggi pomeriggio.""Ciao"" mi fissa con aria divertita mentre la bionda entra in casa sua.""Ciao"" lo saluto sbuffando.",0,0,0,0,1,0,0,0,0,1
"228","Non ho voglia di subirmi le sue battutine perciò aumento il passo per dirigermi verso l‘ingresso della mia abitazione.",0,0,0,0,0,0,0,1,0,0
"229","Apro la porta del mio appartamento e vedo le mie amiche addormentate sul divano con la televisione ancora accesa.",0,0,0,0,0,1,0,1,0,1
"230","Vado in camera mia e faccio una doccia, cercando di fare meno rumore possibile per non svegliare Addi e Violet.",0,0,0,0,0,0,0,0,2,0
"231","È stata una bella giornata, ma la vista di Matt con quella bionda ha spento il mio buonumore.",0,1,0,0,1,0,0,1,0,1
"232","‘Non devo farmi piacere un tipo come lui, le cose tra noi non potrebbero mai funzionare..",0,0,0,0,1,1,0,1,1,1
"233","ho già avuto una esperienza simile‘ ripeto a me stessa.",0,0,0,0,0,0,0,1,0,0
"234","Videochiamo i miei genitori per rassicurarli sul fatto che vada tutto bene e che io mi sia ambientata alla perfezione qui, poi mi metto a dormire.",0,1,0,0,1,0,1,2,0,1
"235","La settimana è passata velocemente, ho seguito le varie lezioni e ho trascorso molto tempo con Addison e Violet.",0,1,0,0,0,0,0,0,1,0
"236","È sabato pomeriggio e ci stiamo preparando per la festa di stasera a casa dei Lopez.",0,1,0,0,1,0,1,0,0,1
"237","Addison indossa un vestito corto con paillettes argento, mentre Violet ha scelto un tubino lilla della stessa identica tonalità dei suoi capelli.",0,0,0,0,0,0,0,0,0,1
"238","Io, invece, ho optato per abbinare una gonna a vita alta in pelle con una semplice bralette in pizzo bianca.",1,0,0,1,0,1,0,1,1,1
"239","Per il trucco decido di mettermi solo un po‘ di mascara, eye - liner e un rossetto rosso.""Stasera devo fare colpo su Tyler"" esclama decisa Addison, questo ragazzo deve davvero piacerle molto.",1,0,1,0,0,0,1,0,3,0
"240","""Io penso che dovresti lasciar perdere quel ragazzo prima che ti spezzi il cuore"" le consiglia Violet, ma a Addison sembra non interessare molto l‘opinione dell‘amica.",2,0,2,1,0,2,1,0,3,0
"241","Scendiamo nel parcheggio sotto il nostro palazzo dove abbiamo appuntamento con i ragazzi.",0,0,0,0,0,0,0,0,0,0
"242","Addison, Violet e Ryan vanno in macchina con Tyler, mentre io, Mattia e Quinton finiamo in macchina di Matt.""Sei bellissima stasera"" mi dice a bassa voce Mattia e non riesco a fare a meno di rivolgergli un sorriso.",0,1,0,0,2,0,2,3,0,2
"243","Riesco a carpire Matt che mi guarda dallo specchietto retrovisore, ma dopo pochi secondi distoglie lo sguardo.",0,0,0,0,0,0,0,0,0,0
"244","Arriviamo di fronte a una villa enorme poco lontana dal campus, dovremmo aver impiegato una decina di minuti a arrivare fin qui.",0,1,0,0,0,0,0,0,0,0
"245","Due ragazzi che sembrano assomigliarsi molto, Tony e Ondrea, ci accolgono nella loro casa e ci fanno segno di entrare.",0,0,0,0,0,0,0,0,0,0
"246","È pieno di persone che ballano o che giocano a quei giochi che pensavo esistessero solo nei film.",0,0,0,0,0,0,0,0,0,0
"247","Io e Violet andiamo a prendere qualcosa da bere e poi cominciamo a muoverci un po‘ a ritmo della musica che risuona attraverso le casse, Addison invece si è già attaccata a Tyler che non sembra affatto infastidito da ciò.",0,0,0,0,1,1,0,0,1,1
"248","Ryan, Quinton e Mattia ci raggiungono presto per ballare insieme a noi.",0,0,0,0,1,0,1,1,0,2
"249","Vedo Matt ballare attaccato a una ragazza mora che non ho mai visto:",0,0,0,0,0,0,0,0,1,0
"250","noto con piacere che ha già trovato il passatempo di questa sera.",0,0,0,0,1,0,0,1,0,3
"251","Mi sto divertendo con i miei amici, ma non riesco a fare a meno di rivolgere qualche occhiata verso di lui che ha cambiato ragazza ancora una volta.",0,0,0,0,0,0,0,0,0,1
"252","Mi giro per l‘ennesima volta nella sua direzione e lo vedo baciare una ragazza bionda: possibile che ogni cinque minuti sia con una persona diversa?",0,0,0,0,0,0,0,0,0,0
"253","La prende per mano e la porta fuori in giardino, posso solo immaginare quali siano le sue intenzioni e non ho voglia di dovermene accertare.",0,0,0,0,1,0,0,0,0,1
"254","Due mani si appoggiano sui miei fianchi e mi distolgono dai miei pensieri.",0,0,0,0,0,0,0,0,0,0
"255","""Piacere, Tony"" si presenta il ragazzo che poco prima ci ha fatto entrare in casa.",0,0,1,0,0,0,0,1,1,0
"256","È moro, non molto più alto di me, ha i capelli ricci e ha i lineamenti molto particolari.",0,0,0,0,0,0,0,0,1,0
"257","""Io sono Melissa"" mi presento e continuo a ballare con lui cercando di togliermi dalla testa l‘immagine di Matt e della sua conquista che fanno chissà cosa in cortile.",1,0,0,1,0,0,0,0,1,0
"258","""Ti va di fare coppia con me a beer pong?"" mi propone il ragazzo che ho appena conosciuto, io annuisco entusiasta di privare un nuovo gioco.",0,1,1,0,0,0,1,0,2,0
"259","Mi porta di fronte a un tavolo dove si stanno già sfidando due coppie.",0,0,0,0,0,0,0,0,0,0
"260","""Devi tirare la pallina e cercare di fare centro nei bicchieri dall‘altro lato del tavolo""",0,2,0,0,0,0,0,1,0,2
"261","Tony mi illustra la regola principale del gioco.",0,1,0,1,0,0,1,3,1,2
"262","""Se non riesci a fare centro dovrai bere e nei bicchieri invece della birra abbiamo messo dei super alcolici"" continua la spiegazione.",0,0,0,0,1,0,0,1,1,2
"263","""Vabene dai giochiamo"" rispondo decisa.",0,0,0,0,0,0,0,0,0,0
"264","Ho sempre visto questo gioco nei film e sono curiosa di vedere come me la cavo.",0,1,0,0,0,0,2,0,1,0
"265","Purtroppo sono una frana e credo di aver perso già il conto dei bicchierini che ho bevuto.",0,0,0,1,0,3,0,1,3,0
"266","Mi gira la testa, ma al tempo stesso mi sento su di giri e pronta a compiere azioni folli.",0,1,0,0,1,0,0,0,0,1
"267","Mi addormento con il viso spiaccicato contro il vetro freddo del finestrino della macchina di Matt.",1,0,0,0,0,0,0,1,3,0
"268","Ad un certo punto mi sveglio quando avverto due braccia che mi sollevano e poi mi appoggiano su un letto, questa di sicuro non è la mia stanza.",0,0,0,0,1,0,0,1,0,1
"269","""Vuoi una mia maglietta per dormire?"" mi chiede Matt con una voce troppo dolce, forse sto solo sognando.",0,1,0,0,1,0,1,1,0,1
"270","Annuisco senza pensare e afferro la maglietta che lui mi porge.",0,0,0,0,0,0,0,0,0,0
"271","Credo sia nera, ma in realtà non riesco a vedere bene per via del buio e delle mie condizioni.",1,0,0,1,0,3,0,0,2,0
"272","Mi tolgo la gonna e indosso la maglietta, noncurante che ci sia lui davanti a me.",0,0,0,0,0,0,0,0,0,0
"273","La t - shirt  è così grande per me che mi fa da vestito, l‘orlo inferiore arriva all‘altezza della mia metà coscia.",1,0,0,1,0,3,0,0,3,0
"274","""Adesso cerca di dormire"" Matt si avvicina per tirarmi su le coperte.""Resti qua?"" gli chiedo.",0,0,1,1,0,0,0,1,1,1
"275","Una domanda davvero stupida, ma purtroppo non ho controllo su ciò che dico al momento.""È la mia camera stupida"" ride e si sdraia accanto a me.",1,0,0,0,0,1,0,0,2,1
"276","Mi addormento praticamente abbracciata a lui, il mio braccio è avvolto attorno al suo torace.",0,0,0,0,0,0,0,0,0,0
"277","So già che domani me ne pentirò, ma al momento non mi importa perché sto bene così.",0,2,0,0,0,0,0,0,0,0
"278","Apro gli occhi e fisso la stanza in cui mi trovo, mi rendo conto che non è decisamente la mia.",0,0,0,0,0,0,0,2,0,0
"279","Comincio a ricordare ciò che è successo ieri sera, devo ammettere che ho decisamente fatto la figura dell‘idiota di fronte a chiunque.",1,1,2,0,1,0,0,1,2,1
"280","Sento un braccio attorno alla mia vita, mi giro e vedo Matt che mi guarda.",0,0,0,0,0,0,0,0,0,0
"281","Da quanto è sveglio?"" Buongiorno"" dice e non stacca gli occhi dai miei, il suo tono è calmo e controllato come al solito.",0,0,0,0,0,0,0,1,0,1
"282","""Buongiorno e scusa per il casino che ho combinato"" mormoro.",0,0,0,0,0,0,0,0,1,1
"283","""Non era poi così divertente quella festa"" ribatte scherzoso, stamattina sembra quasi essere tornato alla versione simpatica di lui.",0,2,0,0,3,0,1,0,0,4
"284","Mi ricordo delle due, forse tre ragazze che ha baciato e il mio umore cambia quasi di colpo.",1,0,0,0,0,0,0,0,1,1
"285","Non riesco davvero a capacitarmi del fatto che io stia provando una così strana gelosia nei confronti di questo ragazzo.",2,0,3,1,0,1,0,1,3,0
"286","""Non mi sembra che ti stessi annoiando così tanto"" insinuo con la voce ancora impastata.",0,0,0,0,0,0,0,0,0,1
"287","""A proposito, mi hai detto che hai bevuto proprio per colpa mia"" continua a ridere e a prendermi in giro.",1,0,2,0,0,1,0,1,2,0
"288","""Io ero ubriaca non sapevo cosa stessi dicendo, sicuramente mi sarò sbagliata e avrò voluto intendere qualcos‘altro"" balbetto cercando di trovare una scusa.",0,0,0,0,0,0,0,2,1,1
"289","Bene, ecco un‘altra figuraccia da aggiungere alla mia lunga lista.",0,0,0,0,0,0,0,0,0,0
"290","Lui solleva un sopracciglio e continua a non staccare i suoi occhi dai miei.",0,0,0,0,0,0,0,0,0,0
"291","Perfetto, non ha creduto alla mia scusa e userà questa cosa contro di me: ne sono sicura.",1,1,0,0,1,0,0,2,2,2
"292","Ci alziamo per andare a fare colazione in cucina dove ci aspettano Quinton e Ryan.",0,0,0,0,0,0,0,0,0,1
"293","Anche loro non perdono l‘occasione per prendersi gioco di me, poi mi raccontano che Addison è rimasta a dormire da Tyler.",0,1,0,0,0,0,1,0,1,1
"294","Tornata nel mio appartamento, con ancora la maglia di Matt addosso, decido di fare una doccia per ripulire via ogni traccia di trucco rimasta sul visto.",0,1,0,0,0,0,1,0,2,1
"295","Ripongo la sua maglia in un cassetto e indosso una t - shirt  comoda da casa e un paio di leggins.",0,0,0,0,0,0,0,0,0,0
"296","Mi arriva una chiamata da parte di Mattia, vuole che io vada a casa sua immediatamente perché deve parlarmi.",0,0,0,0,0,0,0,0,0,0
"297","Mi precipito a casa di Mattia e sono tante le domande che attraversano la mia testa in questo momento.",0,0,0,0,0,0,0,0,0,0
"298","Ho fatto qualcosa ieri che non mi ricordo?",0,0,0,0,0,0,0,1,0,1
"299","E se lo avessi baciato?",0,0,0,0,0,0,0,0,0,0
"300","Ho rovinato la nostra amicizia?",1,0,1,1,1,1,0,1,1,2
"301","Arrivo di fronte alla porta di casa sua e busso con il cuore che quasi sembra voler uscire dal mio petto per l‘agitazione.",2,2,0,1,0,1,0,0,2,0
"302","Mattia mi apre con un‘evidente aria preoccupata, i miei dubbi continuano a aumentare.",0,0,0,2,0,0,0,1,1,3
"303","Cosa ho combinato ieri notte?",0,0,0,0,0,0,0,0,0,0
"304","Ci sediamo sul divano, Mattia si guarda intorno prima di prendere coraggio e parlare:",0,0,0,0,0,1,0,1,0,6
"305","così non fa altro che alimentare il senso d‘ansia che mi sta attanagliando.",1,1,0,1,0,1,0,0,1,1
"306","""Non voglio darti l‘impressione di uno che prende in giro le ragazze.",0,0,0,0,0,0,0,0,1,1
"307","Ieri ho parlato con Cynthia e mi ha chiesto di darle un‘altra possibilità"" dice tutto d‘un fiato.",0,0,0,0,0,0,0,0,0,0
"308","Non capisco cosa c‘entri tutto questo con me, gli faccio segno di continuare.",0,1,0,0,0,0,0,1,0,1
"309","""Sicuramente avrai notato che avevo maturato un interesse nei tuoi confronti, ma al contempo sono ancora innamorato di Cynthia e proprio non riesco a non darle un‘altra possibilità"" aggiunge mesto.",0,0,0,0,0,0,0,1,0,2
"310","Resto qualche secondo in silenzio, non so cosa rispondergli in realtà.",0,0,0,0,0,0,0,0,0,1
"311","Mi sono accorta del suo interesse quel giorno al mare, ma io, dal mio canto, l‘ho sempre visto come un semplice amico.",1,1,0,0,2,0,1,1,0,4
"312","Per me il problema non sussiste, anzi sono contenta per lui.",0,0,0,1,0,1,0,0,1,0
"313","""Non c‘è problema, siamo amici Mattia.",0,0,0,1,0,1,0,0,1,0
